"ID_PARCEL","Cosia_Feuillu_Area_ha"
"3373401","0.000187102281406987"
"3403147","0.181641730491416"
"3405472","0.0835044368485855"
"10103338","0.749991526483983"
"3397380","0.0696833307712826"
"3387701","0.195368042144887"
"3411065","0"
"3368328","0.0343875513010891"
"3408817","0.100383432512028"
"3428841","0"
"3424806","0.00641896500248986"
"3432367","0"
"3426248","0"
"10112330","0.041182098611632"
"3375657","0.000482544409723778"
"10111828","0.606838064489773"
"3420326","0.499265473817662"
"3408360","0.114306347462851"
"3424891","0.447284517632267"
"12279671","0.040174240315333"
"12281570","0.23044585237943"
"12288656","0.0110005302338417"
"12290201","0.0823563175006966"
"12290616","0.0611366801529483"
"12291223","0.511394330085354"
"12291733","0.657915115792241"
"12291877","0.124935858281203"
"12292901","0.795587550570704"
"12294296","0.0912607420040404"
"12294333","0.21389056475095"
"12295950","0.022859959119017"
"12296220","0.181455032414878"
"12298987","1.4805453976036"
"3402750","0.00601017707289866"
"12283267","0"
"12284385","0.132257457199416"
"12299683","0.762354323861581"
"12299012","0.0573369122127806"
"14783353","0.283867040261751"
"14789662","1.57935242875986"
"14795784","0.792686065059672"
"14795975","0.406009143480526"
"14797992","0.293420037154143"
"14792022","0.0445115330934295"
"3409272","0.185662546116227"
"3412345","0.0544948351658123"
"17246258","0.230445867159717"
"17252840","0.170970782010212"
"17253650","0.091260736777071"
"17258257","0"
"17258875","0.11735617283314"
"17260960","0.243948116027005"
"19820363","0.0829787599431169"
"14795135","1.21730725964374"
"14796363","0.584310253916798"
"19829313","0.215089048267382"
"19831644","1.80718272638101"
"19818177","0.338710407202276"
"12282073","0.0220671227646126"
"19816606","0.204037738996427"
"19828864","1.07356535980441"
"19819974","0.0101382819753933"
"19812693","0.00918062879155623"
"19831374","0.0152098991531966"
"19825799","0.0435208321965183"
"19815662","0.296628778385237"
"17257141","0.0784227008061556"
"17257549","0.199314356831645"
"3390767","0.0387600060177072"
"17253117","0.0636376946396013"
"19831952","0.771379418725098"
"12279579","0.546727068182953"
"10106267","0"
"19819419","0.095747732566503"
"17258781","0.271866468245727"
"19825039","0.0295787699217362"
"14780859","0.0186831765296636"
"19831205","0.167465817064946"
"19817904","0.00914764342691778"
"3401013","0.0905201072696626"
"17244890","1.74459983071845"
"3378315","0.570053192954528"
"3378391","0.200909365850422"
"19821847","0.80165045998947"
"19818896","0.189483534910149"
"17256484","0.682951031937213"
"19824272","0.584457896136497"
"3414548","0.141392751421751"
"4979877","0"
"12284649","0.456395422234896"
"19828670","0.00531144405685191"
"19812166","0.0213127111743554"
"19829984","0.130919987363775"
"254859","0.277586485630066"
"389889","0.0696833307712826"
"706381","0.0295787699217362"
"917026","0.0544948328203026"
"972976","0.0213150628418778"
"1053149","0.00641896500248986"
"1147562","0.273599214555522"
"1162062","0"
"2106314","0.467759410785914"
"3404272","0.00601017707289866"
"3505147","0.195368042144887"
"3534872","0"
"3650590","0.141392751421751"
"4004009","0.000482544409723778"
"4266821","0.185662520834079"
"4295003","0.771379418725098"
"4606666","0.511394330085354"
"4776849","0.293420037154143"
"5065427","0.170970759130373"
"5216802","0.1173561704919"
"5318247","0.0835044368485855"
"5375920","0.100383432512028"
"5615185","0.271866468245727"
"5688393","0.167465817064946"
"5704666","0.406009143480526"
"5822386","0.23044585237943"
"6260299","0.0573369122127806"
"6302433","0.041182098611632"
"7274329","0.505143228577963"
"7349881","0.0611366801529483"
"8821902","0.199314356831645"
"9031926","0.00531144405685191"
"9109635","0.130919987363775"
"9178269","0.189485912745196"
"9286799","0.040174240315333"
"9393816","0"
"9434891","0.0415872093127211"
"9752372","0.256265056817236"
"148477","0.0337862839561465"
"389079","0.0696833320853439"
"598711","1.07356537474787"
"913745","0.0544948320497001"
"1049391","0.00641896495149995"
"1143384","0.273599217477367"
"1404982","0.256265060830197"
"2099057","0.467759414349285"
"2229892","0.60683806564998"
"2512633","0.444391843455718"
"2694947","0.0401742379145464"
"3106236","0.12333936127949"
"3393580","0.00601017861472646"
"3494546","0.19536805106644"
"3524561","0.0295787691660611"
"3615594","0.00553071373028215"
"3639246","0.141392752851551"
"3714014","0.277586485769659"
"3991991","0.000482544409723778"
"4027869","0"
"4255753","0.11735616711101"
"4592132","0.511394323509897"
"4762071","0.293420037651602"
"4923037","0.0213150622091984"
"5050045","0.17097075965276"
"5302585","0.0835044346120259"
"5359767","0.100383428913584"
"5362970","0.0573369100649863"
"5598738","0.271866467441032"
"6819967","0.041182097510832"
"6821214","0.0101382828803711"
"7184174","0.230445852693234"
"7253484","0.505143222146622"
"7328516","0.0611366801529483"
"8380652","0.267623293644548"
"8795722","0.199314356044304"
"9002528","0.228977580761317"
"9005230","0.00531144556252111"
"9082945","0.130919990242364"
"9151283","0.189485908791141"
"9204924","0.77137941650521"
"9545248","0"
